Product SKU,Warranty
BWT002,"<div id=""how-to-text""><p>Apply on clean and toned skin. Apply 1-2 drops of the C21.5 Vitamin Serum on hand and apply on the skin. Avoid sensitive areas such as eyes and lips or any areas of irritated skin. Please note: a slight tingling sensation may occur. Finish with your favourite moisturizer. When introducing this product, we recommend not to use several acid products at the same time. Also, use this product with the sunscreen to avoid skin sensitivity. This product was designed for or day and night use. However, we recommend using it for your night routine. If you decide to apply the product during the day, always use sun cream to protect the skin from sun irritation and UVA. We recommend using it for your night routine. Always use sun cream to protect the skin from sun irritation and UVA. We always recommend to do a patch test on a neck. If there is no skin reaction start using the product once a week. Increase the usage depending on how skin reacts. Storage instructions: Always store in a place away from light/ sunlight. Store in refrigerator or cool, shaded place. Always keep product clean and tightly sealed to prevent impurities from touching the product. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Hippophae Rhamnoides Water (70%), Ascorbic Acid (21.5%), Sodium Lactate, 1,2-Hexanediol, Sodium Hyaluronate, Panthenol, Cassia Obtusifolia Seed Extract, Allantoin, Xanthan Gum, Ethyl Hexanediol </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BNT0003,"<div id=""how-to-text""><p>After cleansing, dispense 2 to 3 pumps of the essence into the palm of your hand, evenly apply onto the face and neck. Wrap face with both hands and hold, the heat from this motion helps increase absorption. Follow with an eye cream and a moisturizer. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Galactomyces Ferment Filtrate, Aqua (Water), Butylene Glycol, Pentylene Glycol, Glycerin, 1,2-Hexanediol, Bifida Ferment Lysate, Ceramide NP, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Betaine, Panthenol, Allantoin, Sodium Hyaluronate, sh-Oligopeptide-1, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Adenosine, Arginine, Xanthan Gum, Hydrogenated Lecithin, Polysorbate 20, Lecithin </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
URG0011,"<div id=""how-to-text""><p>Wash face with water. Apply a  pump of cleanser and massage bubbles on wet skin. Rinse with warm water. Tip: Use as a lip &amp; eye remover for colour makeup (lip, eye liner, mascara) Application Tips 1.Use as an everyday cleanser: You can use it to remove make-up and wash your face without makeup. 2.Head to toe: You can use this cleanser not only for your face but your body and hair too. 3.With your children and babies: Use this kind cleanser that is non-irritating for your kids. RECOMMENDATIONS: </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, Lauryl Glucoside, Sodium Cocoyl Apple Amino Acids, Potassium Cocoate, Glycerin, Betaine, Chamomilla Recutita (Matricaria) Extract, Calendula Officinalis Extract,Â  Chamaecyparis Obtusa Leaf Extract, Rosa Rugosa Leaf Extract, Melissa Officinalis Leaf Extract. </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
LGM002,"<div id=""how-to-text""> <p>In the evening, use it after Lagom Cellup&nbsp;Gel to Water Cleanser or alone depending on your skin needs and makeup you are wearing. Create a bubble lather and apply on a wet skin of your face and neck. Massage gently&nbsp;into skin avoiding mouth and eyes area.&nbsp; Rinse with lukewarm water and pat dry. Follow with the remaining steps of your skincare routine. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p> </div> <div id=""ingredients-text""> <p>Water, Glycerin, Palmitic Acid, Lauric Acid, Stearic Acid, PEG-32, Potassium Hydroxide, Myristic Acid, Glyceryl Stearate, Butylene Glycol, Potassium Cocoyl Glycinate, Cocamidopropyl Betaine, PEG-100 Stearate, Hydroxyethyl Urea, Sodium Chloride, Phenoxyethanol, Chlorphenesin, Citrus Aurantium Dulcis (Orange) Oil, Ethylhexylglycerin, Caprylyl Glycol, Arachidic Acid, Disodium EDTA, Lavandula Angustifolia (Lavender) Oil, Geranium Maculatum Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Santalum Album (Sandalwood) Oil, Rose Flower Oil, Chamomilla Recutita (Matricaria) Flower Oil, Styrax Benzoin Gum, Commiphora Myrrha Oil, Coconut Acid, Urea, Sapindus Mukorossi Fruit Extract, Saponaria Officinalis Leaf Extract, Hydrolyzed Vegetable Protein, Maltodextrin </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
RB0006,"<div id=""how-to-text""><p>After cleansing and using toner, remove the film from sheet mask and the sheet mask evenly place on your face. Leave it for 10-20 minutes. Gently pat the excess essence to promote better absorption.</p></div><div id=""ingredients-text""><p>Water/Aqua, Butylene glycol, Glycerin, 1, 2-Hexanediol, Madecassoside, Centella asiatica extract, Myristoyl/palmitoyl oxostearamide/arachamide MEA, Hyaluronic acid, Raspberry ketone, Hydrolyzed glycosaminoglycans, Polyglutamic acid, Hydrolyzed hyaluronic acid, Sodium hyaluronate, Anhydroxylitol, Xylitol, Xylitylglucoside, Lavandula hybrida oil, Ceramide NP (Ceramide 3), Sodium hyaluronate crosspolymer, Sorbitan isostearate, Panthenol, Acrylates/c10-30 alkyl acrylate crosspolymer, Hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, Arginine, PEG-60 hydrogenated castor oil, Propanediol, Glucose, Caprylic/capric triglyceride, Benzyl glycol, Dipotassium glycyrrhizate, Polysorbate 60, Hydrogenated lecithin, Allantoin, Xanthan gum, Ethylhexylglycerin, Disodium EDTA </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
URG0015,"<div id=""how-to-text""> <p>After cleansing spread a layer of the product on face, avoiding eyes and mouth. Gently scrub and then apply another thin layer. Wait 5-15 minutes and then rinse off. Follow with toner, serum, and moisturizer for best results.</p> <p>TIP 1- for sensitive skin: If the skin is sensitive or dry, skip the scrubbing step and the product on a dampened skin. Apply a generous amount of product so it does not dry immediately or simply apply the mask only on the T-zone area. Use once or twice a week.</p> <p>TIP 2- for flawless makeup: Before an important event, if you want your makeup to look amazing apply this mask for 2-3 minutes and wash it off with lukewarm water. Follow up with your standard skin routine. Your makeup will look flawless and will require less attention.</p> <p></p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product. <p> Use within 6 months of opening.</p> </div> <div id=""ingredients-text""> <p>Water, Kaolin, Glycerin, Magnesium Aluminum Silicate, Hydrogenated Jojoba Oil, Niacinamide, Bentonite, Camellia Japonica Flower Extract, Citrus Unshiu Peel Extract, Propanediol, Xanthan Gum, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, (-)-alpha-bisabolol, Citrus Paradisi (Grapefruit) Peel Oil, *Citrus Limon (Lemon) Fruit Oil, Juniperus Communis Fruit Oil, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil, *Chamomilla Recutita (Matricaria) Flower Oil, Guaiazulene, Allantoin (*Organic ingredients)</p> <p></p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p> </div>"
BNT007,"<div id=""how-to-text""><p>Apply mask over cleansed and toned face. Leave on for 10 to 20 minutes before removing. Do not rinse. Gently pat and massage remaining serum into skin.</p></div><div id=""ingredients-text""><p>Aloe Barbadensis Leaf Water, Aqua (Water), Camellia Sinensis Leaf Water, Glycerin, Pentylene Glycol, Sodium PCA, Aloe Barbadensis Leaf Extract, Sodium Hyaluronate, Beta-Glucan, Cucumis Sativus (Cucumber) Fruit Extract, Butylene Glycol, Xanthan Gum, Microcrystalline Cellulose, Sodium Gluconate, Betaine, 1,2-Hexanediol, Propanediol, Dipotassium Glycyrrhizate, Cellulose Gum </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
CSRX008,"<div id=""how-to-text""><p>After facial wash, take a small amount for each area of the face in the final stage of basic care. Tap with fingertips to absorb along the skin texture.  Absorb by covering your face 2 to 3 times softly with your palm. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Snail secretion filtrate, betaine, caprylic/capric triglyceride, cetearyl olivate, sorbitan olivate, sodium hyaluronate, cetearyl alcohol, stearic acid, arginine, dimethicone, carbomer, panthenol, allantoin, sodium polyacrylate, xanthan gum, ethyl hexanediol, adenosine, phenoxyethanol. </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
JK003,"<div id=""how-to-text""><p>After cleansing and toning, apply onto face and neck. Gently tap and press until fully absorbed. Follow with moisturizer. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Water, Glycerin, 1,2-Hexanediol, Beta Glucan, Portulaca Oleracea Extract, Centella Asiatica Extract, Butylene Glycol </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BNT0008,"<div id=""how-to-text""><p>Apply as a last step of your skin routine. Avid contact with eyes. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Camellia Sinensis Leaf Water, Water, Caprylic/Capric Triglyceride , Glycerin, Butylene Glycol, Pentylene Glycol, 1,2-Hexanediol, Cetearyl Glucoside, Helianthus Annuus (Sunflower) Seed Oil,Cetearyl Alcohol, Centella Asiatica Extract, Houttuynia Cordata Extract, Stearyl Alcohol, Cetyl Alcohol, Camellia Sinensis Leaf Extract, Camellia Sinensis Seed Extract, Camellia Sinensis Root Extract, Punica Granatum Fruit Extract, Tocopherol (Vitamin E), Betaine, Arginine, Carbomer, Xanthan Gum Skinsider is an authorised distributor of By Wishtrend cosmetics.</p></div>"
BTW009,"<div id=""how-to-text""><p>Use after cleansing and toner, apply 1-2 drops and lightly massage for better absorption. This product is more effective when used with Vitamin C products or any other antioxidant products. If used after vitamin C product, take 3-5 minutes in between to secure the effect of vitamin C. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Houttuynia Cordata Extract, Propolis Extract, Glycerin, Propanediol, Isopentyldiol, 1,2-Hexanediol, Water, Sodium Hyaluronate, Ocimum Sanctum Leaf Extract, Corallina Officinalis Extract, Portulaca Oleracea Extract, Punica Granatum Fruit Extract, Hamamelis Virginiana (Witch Hazel) Extract, Melia Azadirachta Flower Extract, Panthenol, Perilla Frutescens Extract, Curcuma Longa (Turmeric) Root Extract, Lactobacillus Ferment, Melia Azadirachta Leaf Extract, Butylene Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Betaine, Xanthan Gum, Ethylhexylglycerin, Disodium EDTA, Zinc PCA, Pantolactone </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
CSRX019,"<div id=""how-to-text""><p>After cleansing and toning, apply the liquid onto a cotton pad and swipe a thin layer over the face, concentrating on problematic areas. Pat in gently for full absorption. Extra Tips: To treat troubled areas, soak cotton rounds with the liquid and apply onto problematic areas. Leave on for about 5-10 minutes before removing. You can also transfer a portion into a mister and treat back acne by misting after a shower. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Propolis Extract, Alcohol, Butylene Glycol, Sodium Lactate, Dimethyl Sulfone, Betaine, Lactic Acid, 1,2-Hexanediol, Glycolic Acid, Water, Betaine Salicylate, Cassia Obtusifolia Seed Extract, Panthenol, Allantoin, Sodium Hyaluronate, Polysorbate 60, Hydroxyethylcellulose, Zinc PCA, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Ethyl Hexanediol, Asiaticoside, Asiatic Acid, Madecassic Acid </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
BNT0001,"<div id=""how-to-text""><p>Use after cleansing. Apply on a cotton pad or palms of your hands. Gently pat to assist full absorption. Follow with serum and moisturizer. We recommend using it in the evening routine.</p></div><div id=""ingredients-text""><p>Aloe Barbadensis Leaf Water, Aqua (Water), Butylene Glycol, Glycerin, 1,2-Hexanediol, Sodium Hyaluronate, Snail Secretion Filtrate, Beta-Glucan, Polyglutamic Acid, Aspalathus Linearis Extract, Portulaca Oleracea Extract, Psidium Guajava Fruit Extract, Salicylic Acid (0.5%), Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Aloe Barbadensis Leaf Juice, Arginine, Pentylene Glycol, Zanthoxylum Piperitum Fruit Extract, Pulsatilla Koreana Extract, Usnea Barbata (Lichen) Extract, Polysorbate 20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
JK006,"<div id=""how-to-text""><p>Place a nickel-sized amount of powder into palm of hand. Add a little warm water. Work up a gentle lather. Massage onto face and neck. Leave on 1 minute. Rinse thoroughly. Follow up with a toner and moisturiser. </p><p>We recommend doing a patch test on a wrist or behind the ear before using any new product.</p></div><div id=""ingredients-text""><p>Kosmetic Immunity by JKosmmune Cleansing Powder Zea Mays (Corn) Starch, Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Beta Glucan, Citrus Grandis (Grapefruit) Seed Extract, Pollen Extract, Opuntia Ficus-Indica Extract, Papain, Allantoin, Collagen, Betaine, Aloe Barbadensis Leaf Juice, Sorbitol, Titanium Dioxide, Citric Acid, Disodium EDTA Kosmetic Immunity by JKosmmune Toner Water, Butylene Glycol, Glycerin, Betaine, 1,2-Hexanediol, Beta Glucan, Sodium Citrate, Allantoin, Citric Acid, Dipotassium Glycyrrhizate Kosmetic Immunity by JKosmmune Luminous Skin-Defense Moisturiser (50ml) Water, Glycerin, Butylene Glycol, Ethylhexyl Isononanoate, Aloe Barbadensis Leaf Extract, Nelumbo Nucifera Flower Extract, Centella Asiatica Extract, Bambusa Vulgaris Leaf Extract, Beta-Glucan, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ammonium Acryloyldimethyltaurate/ VP Copolymer, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin </p><p>Ingredients are subject to change at the manufacturer's discretion. For the most complete and up-to-date list of ingredients, refer to the product packaging.</p></div>"
